entry_time,exit_time,entry_price,exit_price,profit_pct,profit_usd,capital_after
9845,9846,51974.5,51776.61,-0.3807444035055641,-42.93140537635459,11232.718343137205
9847,9854,51934.01,51948.23,0.027380901262970377,3.07561951868196,11235.793962655887
9884,9889,51982.01,51935.85,-0.0887999521372942,-9.97737966108342,11225.816582994805
9908,9912,51803.8,51530.83,-0.5269304568390758,-59.15224660469125,11166.664336390113
9964,9968,51909.1,51761.33,-0.2846707032100283,-31.788221891505174,11134.876114498607
10136,10144,56615.94,56759.99,0.25443364536559077,28.330871205061257,11163.20698570367
10149,10152,56892.91,56772.64,-0.2113971670635305,-23.598703321215694,11139.608282382454
10288,10299,66858.74,67326.17,0.6991307344409915,77.88042519846998,11217.488707580924
10305,10306,66810.18,66656.31,-0.23030921335640073,-25.834910000772705,11191.653797580151
10307,10310,67325.03,66773.05,-0.8198733814154943,-91.75739042653596,11099.896407153616
10312,10313,65575.2,63988.37,-2.4198629969866574,-268.6022858605618,10831.294121293055
10315,10316,61886.32,63264.24,2.22653407085766,241.16245392539267,11072.456575218448
10422,10428,69347.16,69313.56,-0.048451876039344394,-5.36481293433508,11067.091762284113
10672,10682,64107.58,66654.45,3.972806335849825,439.6741227263373,11506.76588501045
10708,10711,66430.01,65858.68,-0.8600480415402644,-98.96371463865565,11407.802170371795
10718,10719,63877.04,63270.62,-0.9493551986754525,-108.30056295903573,11299.50160741276
10741,10746,65248.0,64872.9,-0.574883521333985,-64.9589727338847,11234.542634678875
10777,10782,66700.01,66821.19,0.18167913318155063,20.41081967559632,11254.953454354472
10837,10838,70050.74,68874.0,-1.6798394991973036,-189.0651537425178,11065.888300611954
10839,10840,69244.0,68680.01,-0.8144965628791018,-90.13127986052501,10975.757020751429
10844,10849,68941.99,69146.89,0.2972063904740698,32.62065126857963,11008.37767202001
10888,10889,69404.29,69513.98,0.1580449854036434,17.398188884921964,11025.77586090493
10890,10891,69665.99,69615.59,-0.07234520029071391,-7.976619630176859,11017.799241274754
10896,10898,69976.07,69773.99,-0.28878443730835657,-31.817689542679677,10985.981551732073
10899,10902,70068.52,69852.18,-0.3087549159023354,-33.91975810109644,10952.061793630977
11009,11010,66003.07,65784.0,-0.33190880363596265,-36.35085727271193,10915.710936358266
11020,11021,65591.57,65768.0,0.26898273665349526,29.361378001801338,10945.072314360068
11022,11035,66091.6,67931.26,2.78350047509818,304.65613987005185,11249.72845423012
11085,11093,69056.0,69244.09,0.2723731464318763,30.641239355828663,11280.36969358595
11133,11134,71916.09,71620.0,-0.4117159317198648,-46.44307918539265,11233.926614400558
11195,11196,70858.83,70284.0,-0.8112327002859089,-91.13328622213902,11142.793328178419
11205,11206,70151.26,70006.23,-0.20673898088216638,-23.036497368482095,11119.756830809936
11207,11215,70301.63,70759.99,0.6519905726225701,72.49976623543506,11192.25659704537
11305,11306,63401.55,62956.0,-0.702743071738787,-78.65280780696366,11113.603789238407
11440,11441,64822.0,64772.0,-0.07713430625404956,-8.572401182652808,11105.031388055753
11443,11444,64646.17,64661.7,0.0240230782426845,2.6677703792273064,11107.69915843498
11445,11448,65030.42,64658.0,-0.5726858291857846,-63.61221902894578,11044.086939406034
11476,11477,66490.01,66378.16,-0.16822075978029072,-18.578446960264685,11025.50849244577
11479,11480,66215.07,66058.99,-0.23571673336598714,-25.98896845538266,10999.519523990388
11481,11482,66210.74,66043.99,-0.2518473589028003,-27.701999413167666,10971.81752457722
11483,11490,66134.91,66484.43,0.5284954648006469,57.985558023593214,11029.803082600813
11641,11642,63780.91,63647.99,-0.2084009149446214,-22.98621054073015,11006.816872060082
11733,11737,62782.43,62699.07,-0.1327760011837716,-14.614411300342068,10992.20246075974
11740,11742,63384.01,62959.03,-0.6704845591183064,-73.70102020641656,10918.501440553324
11743,11750,63160.95,63609.17,0.709647337476718,77.48285476524377,10995.984295318567
11792,11793,65166.2,64007.17,-1.7785753964478501,-195.57187127380556,10800.412424044762
11794,11795,64203.56,63593.99,-0.9494333336033075,-102.54271572051398,10697.869708324248
11796,11797,63870.0,63271.97,-0.9363237826835742,-100.16669831954185,10597.703010004707
11798,11799,63632.01,63192.43,-0.6908158331003558,-73.2106103380655,10524.492399666642
11844,11846,62447.61,62273.08,-0.2794822732207026,-29.41409060352841,10495.078309063114
11847,11850,62444.45,62179.45,-0.4243771864433109,-44.53871804302425,10450.53959102009
11900,11906,60710.0,60731.9,0.03607313457420763,3.769837210399525,10454.309428230488
11966,11968,63002.0,62810.51,-0.3039427319767594,-31.775113685467684,10422.53431454502
11988,11991,61695.98,61427.54,-0.4351012821256787,-45.3485804325742,10377.185734112447
11996,11999,61694.56,61438.35,-0.4152878308881677,-43.09518954243196,10334.090544570015
12093,12101,66932.01,67022.65,0.13542100409056806,13.994529179085168,10348.0850737491
12148,12149,71209.86,71205.41,-0.006249134600176281,-0.6466657647993322,10347.4384079843
12151,12152,70916.0,70990.02,0.10437700941960076,10.80034676178916,10358.23875474609
12281,12282,68800.16,68903.54,0.15026127846212872,15.564421979041155,10373.80317672513
12288,12291,69074.01,68770.01,-0.4401076468558869,-45.65590105054621,10328.147275674584
12313,12314,68680.0,68050.3,-0.9168608037274274,-94.69473412190239,10233.452541552682
12328,12329,67782.67,67879.43,0.14275035197048858,14.608289521799364,10248.060831074481
12330,12340,68424.29,68584.73,0.23447813634602907,24.029462048310823,10272.090293122792
12430,12432,67766.85,67755.0,-0.017486425885231232,-1.7962214559709484,10270.294071666822
12650,12651,68464.0,68024.04,-0.6426150969852863,-65.99846020931585,10204.295611457506
12659,12660,67019.99,66812.0,-0.310340243261757,-31.66803582374602,10172.62757563376
12817,12818,65467.43,65500.0,0.04974992908687527,5.060875005149715,10177.68845063891
12819,12820,65574.21,65596.01,0.033244777176863215,3.383549847170248,10181.072000486081
12822,12824,65672.51,65469.92,-0.3084852398667213,-31.40710438170309,10149.664896104377
12864,12876,65158.56,65142.65,-0.02441735974520649,-2.4782801906147442,10147.186615913763
12880,12881,64970.02,65116.01,0.22470364023284162,22.801097707177917,10169.98771362094
12883,12885,65099.99,64989.95,-0.16903228402953804,-17.19056251785687,10152.797151103083
12984,12990,60492.0,60685.16,0.3193149507372933,32.41939922150213,10185.216550324585
13052,13053,61536.04,61640.01,0.1689578984933076,17.20872784042098,10202.425278165007
13054,13055,61706.47,61560.0,-0.23736570897671047,-24.217059094335493,10178.208219070671
13056,13060,62091.99,61604.01,-0.78589847096219,-79.99038276502436,10098.217836305646
13116,13134,61719.61,63277.84,2.524691909103113,254.9488886768161,10353.166724982462
13269,13271,58106.46,57931.79,-0.30060340967251875,-31.121972184377924,10322.044752798085
13408,13410,58161.82,57576.01,-1.0072071334769057,-103.96437107086096,10218.080381727224
13432,13433,58708.0,58643.8,-0.10935477277372264,-11.173958583274137,10206.90642314395
13436,13449,58686.0,59920.51,2.103585182155884,214.71097107377327,10421.617394217723
13554,13559,63555.0,63600.0,0.07080481472740147,7.379006887574503,10428.996401105298
13585,13586,66570.57,66602.01,0.04722807691144566,4.92541444140591,10433.921815546704
13587,13588,66660.84,66537.32,-0.18529619488741744,-19.333660101736186,10414.588155444968
13633,13634,68070.62,67880.01,-0.2800180165833668,-29.16272318820324,10385.425432256765
13635,13636,67923.98,67626.01,-0.4386815966908906,-45.5589501093658,10339.8664821474
13640,13641,67427.22,67422.01,-0.007726849779668215,-0.7989459504937939,10339.067536196906
13642,13644,67516.01,67098.0,-0.6191272262682507,-64.01198205885707,10275.055554138049
13804,13812,69662.07,69273.6,-0.5576492343681448,-57.298768628552374,10217.756785509497
13868,13869,64978.0,64980.01,0.0030933546738927593,0.3160714570915526,10218.072856966588
13871,13872,64645.9,64202.0,-0.6866638100792184,-70.16380839631722,10147.90904857027
