时间,资金
2352,11204.62539527433
2353,11204.62539527433
2354,11204.62539527433
2355,11204.62539527433
2356,11204.62539527433
2357,11204.62539527433
2358,11204.62539527433
2359,11204.62539527433
2360,11204.62539527433
2361,11204.62539527433
2362,11204.62539527433
2363,11204.62539527433
2364,11204.62539527433
2365,11204.62539527433
2366,11204.62539527433
2367,11204.62539527433
2368,11204.62539527433
2369,11204.62539527433
2370,11204.62539527433
2371,11204.62539527433
2372,11204.62539527433
2373,11204.62539527433
2374,11204.62539527433
2375,11204.62539527433
2376,11204.62539527433
2377,11204.62539527433
2378,11204.62539527433
2379,11204.62539527433
2380,11204.62539527433
2381,11202.953545628898
2382,11202.953545628898
2383,11207.148033225783
2384,11213.140724192815
2385,11221.692092201949
2386,11211.283108817044
2387,11200.295848577425
2388,11200.295848577425
2389,11200.295848577425
2390,11253.299093146292
2391,11489.714535718602
2392,11538.444282405098
2393,11583.21312966543
2394,11543.61204928878
2395,11520.681567595868
2396,11563.111861848347
2397,11710.175586196723
2398,11727.324974920983
2399,11842.677762205165
2400,11945.969788799099
2401,11903.67403059106
2402,11916.708199132298
2403,11913.962081048625
2404,11824.863607143647
2405,11824.863607143647
2406,11824.863607143647
2407,11824.863607143647
2408,11824.863607143647
2409,11824.863607143647
2410,11824.863607143647
2411,11824.863607143647
2412,11824.863607143647
2413,11824.863607143647
2414,11824.863607143647
2415,11824.863607143647
2416,11824.863607143647
2417,11824.863607143647
2418,11824.863607143647
2419,11824.863607143647
2420,11824.863607143647
2421,11824.863607143647
2422,11824.863607143647
2423,11824.863607143647
2424,11824.863607143647
2425,11824.863607143647
2426,11824.863607143647
2427,11824.863607143647
2428,11824.863607143647
2429,11824.863607143647
2430,11824.863607143647
2431,11824.863607143647
2432,11824.863607143647
2433,11824.863607143647
2434,11824.863607143647
2435,11824.863607143647
2436,11824.863607143647
2437,11824.863607143647
2438,11824.863607143647
2439,11824.863607143647
2440,11824.863607143647
2441,11824.863607143647
2442,11824.863607143647
2443,11824.863607143647
2444,11824.863607143647
2445,11824.863607143647
2446,11824.863607143647
2447,11824.863607143647
2448,11824.863607143647
2449,11845.071784927512
2450,11827.632497209788
2451,11820.348428456244
2452,11840.576271652511
2453,11805.75275937179
2454,11805.75275937179
2455,11805.75275937179
2456,11805.75275937179
2457,11805.75275937179
2458,11805.75275937179
2459,11805.75275937179
2460,11805.75275937179
2461,11805.75275937179
2462,11805.75275937179
2463,11805.75275937179
2464,11805.75275937179
2465,11805.75275937179
2466,11805.75275937179
2467,11805.75275937179
2468,11805.75275937179
2469,11805.75275937179
2470,11805.75275937179
2471,11805.75275937179
2472,11805.75275937179
2473,11805.75275937179
2474,11805.75275937179
2475,11805.75275937179
2476,11805.75275937179
2477,11805.75275937179
2478,11805.75275937179
2479,11805.75275937179
2480,11805.75275937179
2481,11794.960715030384
2482,11794.960715030384
2483,11724.153170888896
2484,11724.153170888896
2485,11724.153170888896
2486,11724.153170888896
2487,11724.153170888896
2488,11724.153170888896
2489,11724.153170888896
2490,11724.153170888896
2491,11724.153170888896
2492,11724.153170888896
2493,11724.153170888896
2494,11724.153170888896
2495,11724.153170888896
2496,11724.153170888896
2497,11724.153170888896
2498,11724.153170888896
2499,11724.153170888896
2500,11724.153170888896
2501,11724.153170888896
2502,11724.153170888896
2503,11724.153170888896
2504,11724.153170888896
2505,11724.153170888896
2506,11724.153170888896
2507,11724.153170888896
2508,11724.153170888896
2509,11724.153170888896
2510,11724.153170888896
2511,11724.153170888896
2512,11724.153170888896
2513,11724.153170888896
2514,11724.153170888896
2515,11724.153170888896
2516,11724.153170888896
2517,11724.153170888896
2518,11702.563656457369
2519,11702.563656457369
2520,11702.563656457369
2521,11702.563656457369
2522,11702.563656457369
2523,11702.563656457369
2524,11702.563656457369
2525,11702.563656457369
2526,11702.563656457369
2527,11702.563656457369
2528,11702.563656457369
2529,11702.563656457369
2530,11702.563656457369
2531,11702.563656457369
2532,11702.563656457369
2533,11702.563656457369
2534,11702.563656457369
2535,11702.563656457369
2536,11702.563656457369
2537,11702.563656457369
2538,11702.563656457369
2539,11702.563656457369
2540,11702.563656457369
2541,11702.563656457369
2542,11702.563656457369
2543,11702.563656457369
2544,11702.563656457369
2545,11702.563656457369
2546,11702.563656457369
2547,11702.563656457369
2548,11702.563656457369
2549,11702.563656457369
2550,11702.563656457369
2551,11702.563656457369
2552,11702.563656457369
2553,11702.563656457369
2554,11702.563656457369
2555,11702.563656457369
2556,11702.563656457369
2557,11702.563656457369
2558,11702.563656457369
2559,11702.563656457369
2560,11702.563656457369
2561,11702.563656457369
2562,11702.563656457369
2563,11702.563656457369
2564,11702.563656457369
2565,11722.454528406655
2566,11693.842029623831
2567,11693.842029623831
2568,11693.842029623831
2569,11693.842029623831
2570,11693.842029623831
2571,11693.842029623831
2572,11693.842029623831
2573,11764.633336840503
2574,11786.2618149568
2575,11757.868499889413
2576,11834.57755505335
2577,11835.20297590664
2578,12025.730709649655
2579,11995.073212758964
2580,12026.015711557484
2581,11973.171607814329
2582,11948.253732678513
2583,11962.499869710093
2584,11885.177268772357
2585,11885.177268772357
2586,11885.177268772357
2587,11885.177268772357
2588,11885.177268772357
2589,11885.177268772357
2590,11885.177268772357
2591,11885.177268772357
2592,11885.177268772357
2593,11885.177268772357
2594,11885.177268772357
2595,11885.177268772357
2596,11885.177268772357
2597,11885.177268772357
2598,11885.177268772357
2599,11885.177268772357
2600,11885.177268772357
2601,11885.177268772357
2602,11885.177268772357
2603,11885.177268772357
2604,11885.177268772357
2605,11885.177268772357
2606,11885.177268772357
2607,11885.177268772357
2608,11885.177268772357
2609,11885.177268772357
2610,11885.177268772357
2611,11885.177268772357
2612,11885.177268772357
2613,11885.177268772357
2614,11885.177268772357
2615,11885.177268772357
2616,11885.177268772357
2617,11885.177268772357
2618,11885.177268772357
2619,11885.177268772357
2620,11885.177268772357
2621,11885.177268772357
2622,11885.177268772357
2623,11885.177268772357
2624,11885.177268772357
2625,11885.177268772357
2626,11885.177268772357
2627,11885.177268772357
2628,11885.177268772357
2629,11885.177268772357
2630,11885.177268772357
2631,11885.177268772357
2632,11885.177268772357
2633,11885.177268772357
2634,11885.177268772357
2635,11885.177268772357
2636,11885.177268772357
2637,11885.177268772357
2638,11885.177268772357
2639,11885.177268772357
2640,11885.177268772357
2641,11885.177268772357
2642,11885.177268772357
2643,11885.177268772357
2644,11885.177268772357
2645,11885.177268772357
2646,11885.177268772357
2647,11885.177268772357
2648,11885.177268772357
2649,11885.177268772357
2650,11885.177268772357
2651,11885.177268772357
2652,11885.177268772357
2653,11885.177268772357
2654,11885.177268772357
2655,11885.177268772357
2656,11885.177268772357
2657,11885.177268772357
2658,11885.177268772357
2659,11885.177268772357
2660,11885.177268772357
2661,11885.177268772357
2662,11885.177268772357
2663,11885.177268772357
2664,11885.177268772357
2665,11885.177268772357
2666,11885.177268772357
2667,11885.177268772357
2668,11885.177268772357
2669,11885.177268772357
2670,11885.177268772357
2671,11885.177268772357
2672,11885.177268772357
2673,11885.177268772357
2674,11885.177268772357
2675,11885.177268772357
2676,11885.177268772357
2677,11885.177268772357
2678,11885.177268772357
2679,11885.177268772357
2680,11885.177268772357
2681,11885.177268772357
2682,11885.177268772357
2683,11885.177268772357
2684,11885.177268772357
2685,11885.177268772357
2686,11885.177268772357
2687,11885.177268772357
2688,11885.177268772357
2689,11902.808009956472
2690,11902.808009956472
2691,11902.808009956472
2692,11893.89140941188
2693,11893.89140941188
2694,11950.265099000766
2695,11946.647974072264
2696,11911.485553432394
2697,11867.795512877658
2698,11867.795512877658
2699,11867.795512877658
2700,11867.795512877658
2701,11867.795512877658
2702,11867.795512877658
2703,11867.795512877658
2704,11867.795512877658
2705,11867.795512877658
2706,11867.795512877658
2707,11867.795512877658
2708,11867.795512877658
2709,11867.795512877658
2710,11867.795512877658
2711,11867.795512877658
2712,11867.795512877658
2713,11867.795512877658
2714,11867.795512877658
2715,11867.795512877658
2716,11867.795512877658
2717,11867.795512877658
2718,11867.795512877658
2719,11867.795512877658
2720,11867.795512877658
2721,11867.795512877658
2722,11867.795512877658
2723,11867.795512877658
2724,11867.795512877658
2725,11784.424402450079
2726,11714.3369915712
2727,11714.3369915712
2728,11714.3369915712
2729,11696.543976089593
2730,11696.543976089593
2731,11729.497955240939
2732,11709.934867164055
2733,11730.963051138402
2734,11751.064337708232
2735,11728.899956915446
2736,11705.065452227887
2737,11705.065452227887
2738,11705.065452227887
2739,11705.065452227887
2740,11705.065452227887
2741,11705.065452227887
2742,11705.065452227887
2743,11705.065452227887
2744,11705.065452227887
2745,11705.065452227887
2746,11705.065452227887
2747,11705.065452227887
2748,11705.065452227887
2749,11705.065452227887
2750,11705.065452227887
2751,11705.065452227887
2752,11705.065452227887
2753,11705.065452227887
2754,11705.065452227887
2755,11705.065452227887
2756,11705.065452227887
2757,11705.065452227887
2758,11705.065452227887
2759,11705.065452227887
2760,11705.065452227887
2761,11703.939965561583
2762,11670.884463398841
2763,11679.063824373008
2764,11706.401194645041
2765,11706.302250762288
2766,11698.539278628035
2767,11843.24882981467
2768,11901.093897268582
2769,11955.232691781071
2770,11936.062314497865
2771,12353.741547550251
2772,12304.933354721026
2773,12244.396189123905
2774,12293.789799926077
2775,12289.770204689275
2776,12252.930099011266
2777,12261.426904942597
2778,11495.729054957046
2779,11495.729054957046
2780,11495.729054957046
2781,11495.729054957046
2782,11495.729054957046
2783,11495.729054957046
2784,11495.729054957046
2785,11495.729054957046
2786,11495.729054957046
2787,11495.729054957046
2788,11495.729054957046
2789,11495.729054957046
2790,11495.729054957046
2791,11495.729054957046
2792,11495.729054957046
2793,11495.729054957046
2794,11495.729054957046
2795,11495.729054957046
2796,11495.729054957046
2797,11495.729054957046
2798,11495.729054957046
2799,11495.729054957046
2800,11495.729054957046
2801,11495.729054957046
2802,11495.729054957046
2803,11495.729054957046
2804,11495.729054957046
2805,11495.729054957046
2806,11495.729054957046
2807,11495.729054957046
2808,11495.729054957046
2809,11495.729054957046
2810,11495.729054957046
2811,11495.729054957046
2812,11495.729054957046
2813,11495.729054957046
2814,11495.729054957046
2815,11495.729054957046
2816,11495.729054957046
2817,11495.729054957046
2818,11495.729054957046
2819,11495.729054957046
2820,11495.729054957046
2821,11495.729054957046
2822,11495.729054957046
2823,11495.729054957046
2824,11495.729054957046
2825,11495.729054957046
2826,11495.729054957046
2827,11495.729054957046
2828,11495.729054957046
2829,11495.729054957046
2830,11495.729054957046
2831,11495.729054957046
2832,11495.729054957046
2833,11495.729054957046
2834,11495.729054957046
2835,11495.729054957046
2836,11495.729054957046
2837,11495.729054957046
2838,11495.729054957046
2839,11495.729054957046
2840,11495.729054957046
2841,11495.729054957046
2842,11495.729054957046
2843,11495.729054957046
2844,11495.729054957046
2845,11495.729054957046
2846,11495.729054957046
2847,11495.729054957046
2848,11495.729054957046
2849,11495.729054957046
2850,11495.729054957046
2851,11495.729054957046
2852,11495.729054957046
2853,11495.729054957046
2854,11495.729054957046
2855,11495.729054957046
2856,11495.729054957046
2857,11495.729054957046
2858,11495.729054957046
2859,11495.729054957046
2860,11495.729054957046
2861,11495.729054957046
2862,11495.729054957046
2863,11495.729054957046
2864,11495.729054957046
2865,11495.729054957046
2866,11495.729054957046
2867,11495.729054957046
2868,11495.729054957046
2869,11495.729054957046
2870,11495.729054957046
2871,11495.729054957046
2872,11495.729054957046
2873,11495.729054957046
2874,11495.729054957046
2875,11495.729054957046
2876,11495.729054957046
2877,11495.729054957046
2878,11495.729054957046
2879,11495.729054957046
2880,11495.729054957046
2881,11495.729054957046
2882,11495.729054957046
2883,11495.729054957046
2884,11495.729054957046
2885,11495.729054957046
2886,11495.729054957046
2887,11495.729054957046
2888,11495.729054957046
2889,11495.729054957046
2890,11495.729054957046
2891,11495.729054957046
2892,11495.729054957046
2893,11495.729054957046
2894,11495.729054957046
2895,11495.729054957046
2896,11495.729054957046
2897,11495.729054957046
2898,11495.729054957046
2899,11495.729054957046
2900,11495.729054957046
2901,11495.729054957046
2902,11495.729054957046
2903,11495.729054957046
2904,11495.729054957046
2905,11495.729054957046
2906,11495.729054957046
2907,11495.729054957046
2908,11495.729054957046
2909,11495.355443896193
2910,11495.355443896193
2911,11483.502606381195
2912,11464.926469052125
2913,11464.926469052125
2914,11464.926469052125
2915,11464.926469052125
2916,11464.926469052125
2917,11464.926469052125
2918,11464.926469052125
2919,11464.926469052125
2920,11464.926469052125
2921,11464.926469052125
2922,11464.926469052125
2923,11464.926469052125
2924,11464.926469052125
2925,11464.926469052125
2926,11464.926469052125
2927,11464.926469052125
2928,11464.926469052125
2929,11464.926469052125
2930,11464.926469052125
2931,11464.926469052125
2932,11464.926469052125
2933,11464.926469052125
2934,11486.485326196476
2935,11501.481920576734
2936,11491.119398130073
2937,11454.29135413878
2938,11454.29135413878
2939,11454.29135413878
2940,11454.29135413878
2941,11454.29135413878
2942,11454.29135413878
2943,11454.29135413878
2944,11454.29135413878
2945,11454.29135413878
2946,11454.29135413878
2947,11454.29135413878
2948,11454.29135413878
2949,11454.29135413878
2950,11454.29135413878
2951,11454.29135413878
2952,11454.29135413878
2953,11454.29135413878
2954,11454.29135413878
2955,11454.29135413878
2956,11454.29135413878
2957,11454.29135413878
2958,11454.29135413878
2959,11454.29135413878
2960,11454.29135413878
2961,11454.29135413878
2962,11454.29135413878
2963,11454.29135413878
2964,11454.29135413878
2965,11454.29135413878
2966,11454.29135413878
2967,11454.29135413878
2968,11454.29135413878
2969,11454.29135413878
2970,11454.29135413878
2971,11454.29135413878
2972,11454.29135413878
2973,11454.29135413878
2974,11454.29135413878
2975,11454.29135413878
2976,11454.29135413878
2977,11454.29135413878
2978,11454.29135413878
2979,11454.29135413878
2980,11454.29135413878
2981,11454.29135413878
2982,11454.29135413878
2983,11454.29135413878
2984,11454.29135413878
2985,11454.29135413878
2986,11454.29135413878
2987,11454.29135413878
2988,11454.29135413878
2989,11454.29135413878
2990,11454.29135413878
2991,11454.29135413878
2992,11454.29135413878
2993,11454.29135413878
2994,11454.29135413878
2995,11454.29135413878
2996,11454.29135413878
2997,11454.29135413878
2998,11454.29135413878
2999,11454.29135413878
3000,11454.29135413878
3001,11454.29135413878
3002,11454.29135413878
3003,11454.29135413878
3004,11454.29135413878
3005,11454.29135413878
3006,11454.29135413878
3007,11454.29135413878
3008,11454.29135413878
3009,11454.29135413878
3010,11454.29135413878
3011,11454.29135413878
3012,11454.29135413878
3013,11454.29135413878
3014,11454.29135413878
3015,11454.29135413878
3016,11454.29135413878
3017,11454.29135413878
3018,11454.29135413878
3019,11454.29135413878
3020,11454.29135413878
3021,11454.29135413878
3022,11454.29135413878
3023,11454.29135413878
3024,11454.29135413878
3025,11454.29135413878
3026,11454.29135413878
3027,11454.29135413878
3028,11454.29135413878
3029,11454.29135413878
3030,11454.29135413878
3031,11454.29135413878
3032,11454.29135413878
3033,11454.29135413878
3034,11454.29135413878
3035,11454.29135413878
3036,11454.29135413878
3037,11454.29135413878
3038,11454.29135413878
3039,11454.29135413878
3040,11454.29135413878
3041,11454.29135413878
3042,11454.29135413878
3043,11454.29135413878
3044,11454.29135413878
3045,11454.29135413878
3046,11454.29135413878
3047,11454.29135413878
3048,11454.29135413878
3049,11454.29135413878
3050,11454.29135413878
3051,11454.29135413878
3052,11454.29135413878
3053,11417.926813128199
3054,11417.926813128199
3055,11417.926813128199
3056,11417.926813128199
3057,11426.598157162553
3058,11426.598157162553
3059,11426.598157162553
3060,11426.598157162553
3061,11473.6692547421
3062,11439.642696622506
3063,11431.282705610121
3064,11431.282705610121
3065,11431.282705610121
3066,11431.282705610121
3067,11431.282705610121
3068,11431.282705610121
3069,11431.282705610121
3070,11431.282705610121
3071,11431.282705610121
3072,11431.282705610121
3073,11406.589072651497
3074,11401.550482102954
3075,11393.140451359359
3076,11393.140451359359
3077,11393.140451359359
3078,11393.140451359359
3079,11393.140451359359
3080,11393.140451359359
3081,11393.140451359359
3082,11393.140451359359
3083,11393.140451359359
3084,11393.140451359359
3085,11393.140451359359
3086,11393.140451359359
3087,11393.140451359359
3088,11393.140451359359
3089,11393.140451359359
3090,11393.140451359359
3091,11393.140451359359
3092,11393.140451359359
3093,11393.140451359359
3094,11393.140451359359
3095,11393.140451359359
3096,11393.140451359359
3097,11393.140451359359
3098,11393.140451359359
3099,11393.140451359359
3100,11393.140451359359
3101,11393.140451359359
3102,11393.140451359359
3103,11393.140451359359
3104,11393.140451359359
3105,11393.140451359359
3106,11393.140451359359
3107,11393.140451359359
3108,11393.140451359359
3109,11393.140451359359
3110,11393.140451359359
3111,11393.140451359359
3112,11393.140451359359
3113,11393.140451359359
3114,11393.140451359359
3115,11393.140451359359
3116,11393.140451359359
3117,11393.140451359359
3118,11393.140451359359
3119,11393.140451359359
3120,11393.140451359359
3121,11393.140451359359
3122,11393.140451359359
3123,11393.140451359359
3124,11393.140451359359
3125,11393.140451359359
3126,11393.140451359359
3127,11393.140451359359
3128,11393.140451359359
3129,11393.140451359359
3130,11393.140451359359
3131,11393.140451359359
3132,11393.140451359359
3133,11393.140451359359
3134,11393.140451359359
3135,11393.140451359359
3136,11393.140451359359
3137,11393.140451359359
3138,11393.140451359359
3139,11393.140451359359
3140,11393.140451359359
3141,11393.140451359359
3142,11393.140451359359
3143,11393.140451359359
3144,11393.140451359359
3145,11393.140451359359
3146,11393.140451359359
3147,11393.140451359359
3148,11231.772261847796
3149,11231.772261847796
3150,11231.772261847796
3151,11231.772261847796
3152,11231.772261847796
3153,11231.772261847796
3154,11231.772261847796
3155,11231.772261847796
3156,11231.772261847796
3157,11231.772261847796
3158,11231.772261847796
3159,11231.772261847796
3160,11231.772261847796
3161,11231.772261847796
3162,11231.772261847796
3163,11231.772261847796
3164,11231.772261847796
3165,11231.772261847796
3166,11231.772261847796
3167,11231.772261847796
3168,11231.772261847796
3169,11231.772261847796
3170,11231.772261847796
3171,11231.772261847796
3172,11231.772261847796
3173,11231.772261847796
3174,11231.772261847796
3175,11231.772261847796
3176,11231.772261847796
3177,11231.772261847796
3178,11231.772261847796
3179,11231.772261847796
3180,11231.772261847796
3181,11231.772261847796
3182,11231.772261847796
3183,11231.772261847796
3184,11231.772261847796
3185,11231.772261847796
3186,11231.772261847796
3187,11231.772261847796
3188,11231.772261847796
3189,11231.772261847796
3190,11231.772261847796
3191,11231.772261847796
3192,11231.772261847796
3193,11231.772261847796
3194,11231.772261847796
3195,11231.772261847796
3196,11231.772261847796
3197,11231.772261847796
3198,11231.772261847796
3199,11231.772261847796
3200,11231.772261847796
3201,11231.772261847796
3202,11231.772261847796
3203,11231.772261847796
3204,11231.772261847796
3205,11231.772261847796
3206,11231.772261847796
3207,11231.772261847796
3208,11231.772261847796
3209,11231.772261847796
3210,11231.772261847796
3211,11231.772261847796
3212,11231.772261847796
3213,11231.772261847796
3214,11231.772261847796
3215,11231.772261847796
3216,11231.772261847796
3217,11231.772261847796
3218,11231.772261847796
3219,11231.772261847796
3220,11231.772261847796
3221,11231.772261847796
3222,11231.772261847796
3223,11231.772261847796
3224,11231.772261847796
3225,11231.772261847796
3226,11231.772261847796
3227,11231.772261847796
3228,11231.772261847796
3229,11231.772261847796
3230,11228.53036224035
3231,11263.715833959615
3232,11273.453828229267
3233,11242.907838628375
3234,11237.317508584683
3235,11237.317508584683
3236,11237.317508584683
3237,11237.317508584683
3238,11237.317508584683
3239,11237.317508584683
3240,11237.317508584683
3241,11237.317508584683
3242,11237.317508584683
3243,11237.317508584683
3244,11237.317508584683
3245,11237.317508584683
3246,11237.317508584683
3247,11237.317508584683
3248,11237.317508584683
3249,11237.317508584683
3250,11237.317508584683
3251,11237.317508584683
3252,11237.317508584683
3253,11237.317508584683
3254,11237.317508584683
3255,11237.317508584683
3256,11237.317508584683
3257,11237.317508584683
3258,11237.317508584683
3259,11237.317508584683
3260,11237.317508584683
3261,11237.317508584683
3262,11237.317508584683
3263,11237.317508584683
3264,11237.317508584683
3265,11237.317508584683
3266,11237.317508584683
3267,11237.317508584683
3268,11237.317508584683
3269,11237.317508584683
3270,11237.317508584683
3271,11237.317508584683
3272,11237.317508584683
3273,11237.317508584683
3274,11237.317508584683
3275,11237.317508584683
3276,11237.317508584683
3277,11237.317508584683
3278,11237.317508584683
3279,11237.317508584683
3280,11237.317508584683
3281,11237.317508584683
3282,11237.317508584683
3283,11237.317508584683
3284,11237.317508584683
3285,11237.317508584683
3286,11237.317508584683
3287,11237.317508584683
3288,11237.317508584683
3289,11237.317508584683
3290,11237.317508584683
3291,11237.317508584683
3292,11237.317508584683
3293,11237.317508584683
3294,11237.317508584683
3295,11237.317508584683
3296,11237.317508584683
3297,11237.317508584683
3298,11237.317508584683
3299,11237.317508584683
3300,11237.317508584683
3301,11237.317508584683
3302,11237.317508584683
3303,11237.317508584683
3304,11237.317508584683
3305,11237.317508584683
3306,11237.317508584683
3307,11237.317508584683
3308,11237.317508584683
3309,11237.317508584683
3310,11237.317508584683
3311,11237.317508584683
3312,11237.317508584683
3313,11237.317508584683
3314,11237.317508584683
3315,11237.317508584683
3316,11237.317508584683
3317,11248.301263170966
3318,11226.835486221602
3319,11226.835486221602
3320,11226.835486221602
3321,11226.835486221602
3322,11226.835486221602
3323,11226.835486221602
3324,11226.835486221602
3325,11226.835486221602
3326,11226.835486221602
3327,11226.835486221602
3328,11226.835486221602
3329,11226.835486221602
3330,11226.835486221602
3331,11226.835486221602
3332,11226.835486221602
3333,11226.835486221602
3334,11226.835486221602
3335,11226.835486221602
3336,11226.835486221602
3337,11226.835486221602
3338,11226.835486221602
3339,11226.835486221602
3340,11226.835486221602
3341,11226.835486221602
3342,11226.835486221602
3343,11226.835486221602
3344,11226.835486221602
3345,11226.835486221602
3346,11226.835486221602
3347,11226.835486221602
3348,11226.835486221602
3349,11226.835486221602
3350,11226.835486221602
3351,11226.835486221602
3352,11226.835486221602
3353,11226.835486221602
3354,11226.835486221602
3355,11226.835486221602
3356,11226.835486221602
3357,11226.835486221602
3358,11226.835486221602
3359,11226.835486221602
3360,11226.835486221602
3361,11226.835486221602
3362,11226.835486221602
3363,11226.835486221602
3364,11226.835486221602
3365,11226.835486221602
3366,11226.835486221602
3367,11226.835486221602
3368,11226.835486221602
3369,11226.835486221602
3370,11226.835486221602
3371,11226.835486221602
3372,11226.835486221602
3373,11226.835486221602
3374,11226.835486221602
3375,11226.835486221602
3376,11226.835486221602
3377,11226.835486221602
3378,11226.835486221602
3379,11226.835486221602
3380,11226.835486221602
3381,11226.835486221602
3382,11226.835486221602
3383,11226.835486221602
3384,11226.835486221602
3385,11226.835486221602
3386,11224.783877746979
3387,11224.783877746979
3388,11251.874748322125
3389,11279.461850304884
3390,11288.478122660226
3391,11281.535088304505
3392,11296.653324833167
3393,11283.700844024188
3394,11281.602373919095
3395,11241.575843938619
3396,11241.575843938619
3397,11241.575843938619
3398,11241.575843938619
3399,11241.575843938619
3400,11241.575843938619
3401,11241.575843938619
3402,11241.575843938619
3403,11241.575843938619
3404,11241.575843938619
3405,11241.575843938619
3406,11241.575843938619
3407,11241.575843938619
3408,11241.575843938619
3409,11241.575843938619
3410,11241.575843938619
3411,11241.575843938619
3412,11241.575843938619
3413,11241.575843938619
3414,11241.575843938619
3415,11241.575843938619
3416,11241.575843938619
3417,11241.575843938619
3418,11241.575843938619
3419,11241.575843938619
3420,11241.575843938619
3421,11241.575843938619
3422,11241.575843938619
3423,11241.575843938619
3424,11241.575843938619
3425,11241.575843938619
3426,11241.575843938619
3427,11241.575843938619
3428,11241.575843938619
3429,11241.575843938619
3430,11241.575843938619
3431,11241.575843938619
3432,11241.575843938619
3433,11241.575843938619
3434,11241.575843938619
3435,11241.575843938619
3436,11241.575843938619
3437,11241.575843938619
3438,11241.575843938619
3439,11241.575843938619
3440,11241.575843938619
3441,11241.575843938619
3442,11241.575843938619
3443,11241.575843938619
3444,11241.575843938619
3445,11241.575843938619
3446,11241.575843938619
3447,11241.575843938619
3448,11241.575843938619
3449,11214.007584352632
3450,11214.007584352632
3451,11278.872190720293
3452,11263.699383224874
3453,11255.096333028992
3454,11246.762395128213
3455,11207.232789113968
3456,11207.232789113968
3457,11207.232789113968
3458,11207.232789113968
3459,11224.64048204428
3460,11224.64048204428
3461,11224.64048204428
3462,11224.64048204428
3463,11224.64048204428
3464,11224.64048204428
3465,11224.64048204428
3466,11224.64048204428
3467,11224.64048204428
3468,11224.64048204428
3469,11224.64048204428
3470,11224.64048204428
3471,11224.64048204428
3472,11224.64048204428
3473,11224.64048204428
3474,11224.64048204428
3475,11224.64048204428
3476,11224.64048204428
3477,11224.64048204428
3478,11224.64048204428
3479,11224.64048204428
3480,11224.64048204428
3481,11224.64048204428
3482,11224.64048204428
3483,11224.64048204428
3484,11224.64048204428
3485,11224.64048204428
3486,11224.64048204428
3487,11224.64048204428
3488,11224.64048204428
3489,11224.64048204428
3490,11224.64048204428
3491,11224.64048204428
3492,11224.64048204428
3493,11224.64048204428
3494,11224.64048204428
3495,11224.64048204428
3496,11224.64048204428
3497,11224.64048204428
3498,11224.64048204428
3499,11224.64048204428
3500,11224.64048204428
3501,11224.64048204428
3502,11224.64048204428
3503,11224.64048204428
3504,11224.64048204428
3505,11224.64048204428
3506,11224.64048204428
3507,11224.64048204428
3508,11224.64048204428
3509,11224.64048204428
3510,11224.64048204428
3511,11224.64048204428
3512,11224.64048204428
3513,11224.64048204428
3514,11224.64048204428
3515,11224.64048204428
3516,11224.64048204428
3517,11224.64048204428
3518,11234.397426386597
3519,11223.461903780326
3520,11223.461903780326
3521,11223.461903780326
3522,11223.461903780326
3523,11223.461903780326
3524,11223.461903780326
3525,11223.461903780326
3526,11223.461903780326
3527,11223.461903780326
3528,11223.461903780326
3529,11223.461903780326
3530,11223.461903780326
3531,11223.461903780326
3532,11223.461903780326
3533,11223.461903780326
3534,11223.461903780326
3535,11223.461903780326
3536,11223.461903780326
3537,11223.461903780326
3538,11223.461903780326
3539,11223.461903780326
3540,11223.461903780326
3541,11223.461903780326
3542,11223.461903780326
3543,11223.461903780326
3544,11223.461903780326
3545,11223.461903780326
3546,11223.461903780326
3547,11223.461903780326
3548,11223.461903780326
3549,11223.461903780326
3550,11223.461903780326
3551,11223.461903780326
3552,11223.461903780326
3553,11223.461903780326
3554,11223.461903780326
3555,11223.461903780326
3556,11223.461903780326
3557,11223.461903780326
3558,11223.461903780326
3559,11223.461903780326
3560,11223.461903780326
3561,11223.461903780326
3562,11223.461903780326
3563,11223.461903780326
3564,11223.461903780326
3565,11223.461903780326
3566,11223.461903780326
3567,11223.461903780326
3568,11223.461903780326
3569,11223.461903780326
3570,11223.461903780326
3571,11223.461903780326
3572,11223.461903780326
3573,11223.461903780326
3574,11242.585697539065
3575,11231.702402447454
3576,11254.595829142952
3577,11261.648690766564
3578,11280.213119637914
3579,11258.714051792142
3580,11249.468317675211
3581,11249.468317675211
3582,11249.468317675211
3583,11249.468317675211
3584,11249.468317675211
3585,11249.468317675211
3586,11249.468317675211
3587,11249.468317675211
3588,11249.468317675211
3589,11249.468317675211
3590,11249.468317675211
3591,11265.871119481812
3592,11265.871119481812
3593,11265.871119481812
3594,11265.871119481812
3595,11265.871119481812
3596,11265.871119481812
3597,11265.871119481812
3598,11265.871119481812
3599,11265.871119481812
3600,11265.871119481812
3601,11265.871119481812
3602,11265.871119481812
3603,11265.871119481812
3604,11265.871119481812
3605,11265.871119481812
3606,11265.871119481812
3607,11265.871119481812
3608,11265.871119481812
3609,11265.871119481812
3610,11265.871119481812
3611,11265.871119481812
3612,11265.871119481812
3613,11265.871119481812
3614,11265.871119481812
3615,11265.871119481812
3616,11265.871119481812
3617,11265.871119481812
3618,11265.871119481812
3619,11265.871119481812
3620,11265.871119481812
3621,11265.871119481812
3622,11276.79965244206
3623,11216.881287049844
